reviewText,overall,sentiment,word_len,char_len
"After I put this card in my new S4, my camera would hang and just not respond to anything. Some apps also stopped working.  I put in my old 16GB card and everything worked fine.",1.0,Negative,35,177
"I have used this in a number of devices, including mobile phones. When recording HD video straight to the card, I have not encountered the skips, lags or stutters that I have sometimes seen with other cards. So it certainly must be fast enough for this purpose.",5.0,Positive,47,261
"Do not get this card especially if you plan on using it on an Android phone.  just google ""sd card unexpectedly removed"" and I found the problem is caused directly by this card.  I purchased a different brand and the problem immediately disappears.  Out of curiosity I tried mounting this card into a windows PC and on rare occasions the sd card does turn up empty, as if it was removed, so the problem is not limited to android.  I would avoid this card completely.",1.0,Negative,85,466
32 GB seems to be the right size memory card for my needs. The micro SD card fits several of my devices and downloads easily to the computer.,5.0,Positive,28,141
"Found these for a really good price.  Bought 2, one for my wife and myself for our Galaxy Note 2 phones.  Hers worked fine but I did have an issue right from the start.  However, luckily it was right from the start because I had almost nothing on it so I reformatted in the Galaxy Note 2 and it has worked fine ever since.  It is recommended not to format it on the computer so I formatted it with the phone.  It works good as for now.",4.0,Positive,87,435
"I bought two as a back up for my Gopro Hero 3.One from Amazon the other was a gift from BB.Both did not work in my cameras, thinking it was Gopro's new update.Kept getting a SDERRI returned other and it worked with no problem.NOTE to all, there are boot-legged products out there It is hard todetect. But of all the Items I've received from Amazon/Prime and beyondHave been great. I just got stuck with a bad batch.GoPro recommends HX,HC,XC and extreme micro cards.",2.0,Negative,83,465
"Price was great, Delivery was on time, now I have plenty on storage in my Gopro Hero 3, The SD card adapters makes things much easier to transfer files to my other devices.",5.0,Positive,33,172
"8 gb card works fine in the device, but this 32 gb card will unmount when moving or copying large amounts of data.Never tried reformatting or in-depth troubleshooting, but I expect products from a reputable company like SanDisk to just work.",2.0,Negative,41,241
"I just don't get what has happened to SanDisk quality.  It seems to have gone down over the years.  This product was glitchy from day one.  I thought it would be fine after a quick check disk, but then it only got worse.  After less than a week I have to return it.  What upsets me is that this is not my first bad experience with SanDisk products.  I used to buy them all the time, they were my brand of choice for flash memory (cards or thumb drives).  The last three products I have bought from them have had problems and failed either immediately or shortly after usage.  So I give up.  I will start looking to other companies for my memory needs.  I bought a Transcend to replace this.  I hope it works out better.",1.0,Negative,137,719
Don't even waste your time buying this memory card. 64GB is written on it but its actually even less than 3GB that's in it.i have never experienced such deception.i had tried loading my pics and music and other data on it from day one but no matter what i did i won't take more than 3GB of data. i didn't realise till i read other stories of similar memory cards that will state 64GB but would contain a smaller memory capacity often times even less than 10GB.i bought this card for $49.what a big waste!!now i am so scared of buying memory cards on amazon or online elsewhere.i wouldn't dear it again!it was in a sealed  sanddisk packet so i was thinking it must be original.Alas!it was a big  waste!i have lost confidence in buying memory card on amazon.,1.0,Negative,139,756
wasn't sure 64 gigs would work on my Galaxy S2It does work - and i am very pleased!Does the job!,5.0,Positive,20,96
This doesn't work on the galaxy note 10.1. It is getting detected however it is not being utilized by the note 10.1.,1.0,Negative,22,116
"Received one - didn't work. Not readable on my Mac or my Win 7 PC. Tried another - retail packaging and is raw format and although my Galaxy S3 sees it, it won't write or format and the computers don't pick it up either.Taking the other person's 1 star review and trying a class 6. Can't afford to lose data, not that I can write to these anyway. Both went back.",1.0,Negative,71,362
Ultra quick. You can take several pictures in sequence and this memory keeps it pace. Even at movies it shows its speed.,5.0,Positive,22,120
"I used this product with my Dell Venue 8 Pro.  After a couple months of use, it stopped letting me add new files or delete old ones.I tried reformatting and wiping the disk, but nothing worked.  Since the vast majority of the reviews appear to be positive, I assume I just got a bad one.",2.0,Negative,55,287
"Got it on sale for an incredible price.  The only way I am likely to upgrade from this is if they come out with a 128g size.  64g is not necessary for my use, but at 128 I would be able to use it without worry of running out of space /and/ put my entire mp3 catalog on it as well.Update - about 4 months after I bought this and installed it in my Galaxy S2, it started causing some trouble for my phone.  At first I did not realize it was the micro sd card causing the problem, but it would occasionally have a status message saying something like ""Unmount the SD card before removing it to avoid corrupting your data"", and eventually it didn't even recognize that there was a card in there at all.  I put the old 1gb card back in and it works fine.  Put the 32gb card into the adapter, and put it into the computer's card reader... Nothing.  Wouldn't read it at all.I do back up my phone occasionally, maybe once a month, but lost everything; every photo and video I had taken of my new kitten since I got her because of this.  It is very surprising since Sandisk is usually quite reliable.  My wife has the same card in her phone, we got them around the same time, and hers is still working normally so far.YMMV, but always back up your data regularly (more than once a month) if you are taking a lot of pictures and video.",1.0,Negative,257,1325
Bought for my wifes Samsung Galaxy 3 Tab. Lots of storage for pictures and music. Good product at reasonable price.,5.0,Positive,20,115
"I bought this to use as expanded storage in my Asus Transformer Book T100 but it was unstable and I have had to return it. Although the tablet would see the card when it was first inserted there would be errors trying to copy files onto it and then Windows would indicate that it needed formatting. If I tried a quick format then everything seemed to be OK but the instability would return as soon as I tried to copy data to the card. If I tried a full format it always failed.I gave it two starts because it seemed to work using the supplied SD adapter in a Windows 7 laptop. I was able to do a full format on that but, when I put it back into the tablet, the problems continued. The tablet is compatible with SDXC cards and, when I tried a different micro SD card in the tablet, it worked fine so I assume it was a problem with this card.",2.0,Negative,166,840
"memory card failed mysteriously overnight, not sure why, but phone works fine with a different card.here, four more words",1.0,Negative,19,121
"This is one of those basic items that usually just work. In my case, I received one that just did not work. A couple of weeks ago, my phone reported an error and so I reformatted the card and transferred my music back onto it. Unfortunately it failed again two days ago and it won't even format now. I have had good luck with SanDisk before, but this one was not a good experience.",1.0,Negative,74,381
"I bought this card because I hope to transition from a PC to a smartphone in the near future. For now I use an adapter to run it on the PC. The write times aren't as good as I had hoped, but they're acceptable overall. Plenty of storage space for my files, some of my music, pics, that sort of thing. Have also run portable applications on it and they seem to perform well for the most part. Overall, a solid little card with just enough speed to get the majority of my tasks done.Sidenote: the card came formatted with exFAT by default. The onyl way I could downgrade to FAT32 was to use a third party app. For some reason, the card can't be read by my phone, but the phone is an older model Samsung, so that could be the issue.",4.0,Positive,143,729
"after doing some tests between a generic memory card and this sandisk i am very disappointed. i bought the 32 gig class (10) card.i swore i picked ""original packaging"" but it was shipped with out original packaging... i will be returning this card for the following reasons:these tests were done using the sd card ports on my pc.my generic class (6) 32 gig card has upload speed of 22MB (write) and a transfer speed of 8.5.my sandisk i just bought, it has an upload speed peaking at 32MB (write) and a transfer speed of 6.5 to maybe 8.5 if im lucky.the write speed is ok, but why is the transfer speed so much more low. why isnt it at least 10MB if not 12MB if sandisk is typically so modest in their classifications?and whats the deal with the no classification marking on this sd card... i dont see class (10) anywhere on this card....amazon you will be getting this back!",1.0,Negative,160,874
I use this in my Hisense Sero 7 Pro and it works great. It's a good buy for any device,5.0,Positive,20,86
"it is handy. 64gb is a good size. even though many devices claim only to support up to 32 gb card, many of them actually do support 64g card.i like sandisk, it is a brand you can always trust (not saying they dont have lemon,but it's happened to everything).",5.0,Positive,49,258
"I bought it for a Samsung s3 and had continuous problems of messages saying it wasn't connected, etc.  Replaced it wit the equivalent Trascend and never had a problem for the past several months.  It would work on a PC with ana adapater and then failed to format in any device so I had to RMA given the lifetime guarantee.  A hassle.",2.0,Negative,62,333
It installed and is working without any problems in my Samsung Note 2.  Price was  very good for the price.,5.0,Positive,20,107
As Advertised.  Appears to be working okay. No faults have occurred yet with the micro card.Would buy again. A+,4.0,Positive,19,111
"Bought this to expand storage in my Windows 8 tablet.So far, so good. (Minor point, the microSD slot on the T100TA is a bit too &#34;shallow&#34;, so the card protrudes slightly - keep that in mind if buying this card for that tablet.)",5.0,Positive,43,235
I am not sure what happened to these cards but I have owned several and they stop working quickly.  I sent a message to SanDisk and never heard back.  Very disappointing!,2.0,Negative,31,170
Bought this for my Samsung Galaxy Note II.  I started having all kinds of issues with recording photos and movies to the card.  It would look like it worked and then when I'd go back to review the photos or movies they were corrupted.  I see other people having the same issue with these cards.  Lost memories - bad card...,1.0,Negative,60,323
"I installed this on my Galaxy Note 2 and it crashed after one month. Lost all my pictures on the card. Had it not been for Google Plus instant upload and redundant backup to Dropbox all of the pictures would have been lost. I think I should get a refund but I did not keep the original packaging. I would not buy this, but if you do keep the packaging so you can return it. If you read most of the reviews you will see that a lot of people have had trouble with this card crashing. I don't think Amazon should offer it as it hurts their overall customer satisfaction.",1.0,Negative,111,567
No problem with storage and speed. I only had some difficulties to insert it in my card Kingston reader: http://www.amazon.com/Kingston-Flash-Memory-Reader-FCR-HS219/dp/B00109Y2DQ/ref=sr_1_1?ie=UTF8&qid=1356544341&sr=8-1&keywords=card+reader I believ due to a sticker covering something in one of the sides. Other microSD do not have this kind of problem with that reader.,4.0,Positive,45,372
"Amazon as the best prices for these, period. I used this card in my Samsung Galaxy Tab 4 8.0.  No issues!",5.0,Positive,21,105
Can't beat the price.,5.0,Positive,4,21
Fantastic product as it is described. I purchased 2 of them. Delivery was fast. I will definitely buy it again and recommend this product to anyone.,5.0,Positive,26,148
"Used it in a Samsung Galaxy S3 and it was ruined within a month.  Second one I went through on that phone.  Contacted Verizon, Samsung, SanDisk, Google, and read a lot of forums.  Turns out a lot of people were having the issue with that phone and these cards.Of course the girlfriend threw away the card so I couldn't return it, so I don't know if the issue was fixed or if was a bad batch of cards that went out or what.  It's been a few months and I haven't seen the problem as much as before, so I can only assume it was a bad batch.I've had another card in my phone for a while and haven't had any issues, so for now I can't recommend this specific card unless their issue has been addressed.",1.0,Negative,137,697
"Within an hour of using the memory card, it failed and died. it kept saying &#34;Memory error.&#34;I could never get my dashcam camera to record anything. I went to our walmart and got me just MicroSD not Ultra. It has been working all day so far.That's right. There is no way to tell what you are getting online is OEM or knock offs. When the price is too good to be true, it probably is - made and distributed by Mofia. LOL.Although the package arrived on time, I will never buy this product online or from this seller on Amazon. Waste of money.",1.0,Negative,103,547
Got this to go in my daughters Microsoft Surface RT and it is doing great! She loaded a movie on it and is happy her device has some extra memory :-),5.0,Positive,31,149
"After using an 8 Gig microsd in my galaxy s3 for a year, I knew I needed a new sd card when I got the s4. This sd card has worked out really well for me. I am no longer worried about running out of space when I take pictures on my new s4.",5.0,Positive,54,238
I prefer the San Disk brand over other types.  This is a great size for phones & camera's.  I would buy again.,5.0,Positive,22,110
I bought this for my Samsung galaxy s4. I don't know if it is my phone or the card but my phone says it was unexpectedly removed from time to time. My wife's phone doesn't do it as often but still does it. Very fast but unreliable. I have had many sandisk before and this is the only one I have had problems with. I have read that there were some that were poorly made. Thinking I will send it back and give it another chance.,2.0,Negative,86,426
"Yeah. Ultra Hot. I could not get any of my devices to recognize this card. When I finally was, using a USD reader, I tried to format it. It wouldn't format and burned my fingers when I removed it. Others have also posted this. Maybe they are not all bad, but many are. Perhaps they are counterfeit, I don't know. But the hassle of having to return it isn't worth the $10 you may save.",1.0,Negative,75,384
great memory card.  i have trusted sandisk since it came out with memory products.  they work harder to keep innovating.,5.0,Positive,20,120
"I ordered a 64 Gig card, and the card received states it is a 64 Gig card, though it only hold 28 Gigs of Data! I got ripped off. I did not check it until after the 30 days had passed. But it appears to be some sort of scam. The card is clearly marked 64 gigs, and I have checked the card in two tablets, and two computers it is only a 32 Gig card.Edit: The company directed me to a tool to reformat this card and I was able to get close to my 64 gigs of data, though I do not like using third party tools. I have Windows, Mac and Linux systems and any of those OS's should have been able to format this card correctly. I will minus a star for having to use a third party tool. Otherwise these are great cards.",4.0,Positive,148,710
"I routinely use SDXC cards up to 128GB, and this card was unreadable on arrival.  Both of my PCs said it needed to be formatted, and as a last resort I let one of them try (Windows 7/i7with up-to-date SDXC drivers), and it could not format it.  It's on its way back to Amazon.  I'm glad their returns are so easy!",1.0,Negative,61,313
I used this card to replace the hard disk in my old laptop so I can use it to stream netflix. I installed linux Ubuntu on it. The card works great. It's very fast and is very reliable. I recommend it.,5.0,Positive,41,200
I bought this for my Raspberry Pi.  It is large enough to run a full LAMP server.  The price / speed are a good bargain.,5.0,Positive,25,120
"I got this for my brand new Nokia Lumia 810, but there is some kind of problem, the card is horribly slow, I can't record HD video to it, it studders.  I've tried reformatting several times to no avail.  I didn't have any of these problems with my old 32gb class 4 sandisk card...  There are other people having this problem as well, seems hit or miss.  I can't recommend this card at this time for this reason.EDIT:  I've contacted SanDisk and they are RMAing the card.  I'll improve the rating if the new card corrects the problem.EDIT: Got the new card, problem still exists...EDIT: I've suffered with this card for a year now, the only problem is that I cannot take video without studders, so I figured maybe software updates would eventually fix the problem.  They have not.  I have used multiple different camera apps, and the problem still persists.",1.0,Negative,151,856
"I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",1.0,Negative,106,518
Works well in my GoPro even though it wasn't one of the GoPro recommended ones.  A good buy that has the speed for movies and big pictures.,5.0,Positive,27,139
"With a USB 3.0 card reader, CrystalDiskMark shows blazing fast 47MB/s read but disappointingly slow 13MB/s write speed. So you can pretty much forget about reliable 1080P video recording.Update: It is correct that write speed great than 10MB/s is enough for 1080P recording. I need to clarify that the card is very slow when UHS-1 is not enabled. The read/write speeds drop to 13.3/7.9 MB/s. For devices that are a few years old such as Canon T2i which does not support UHS, 1080P recording may not be reliable. This card is classified as ""class 10,"" it should support sustained write speed of at least 10MB/s without UHS. It fails my test, as observed by other reviewers as well.",2.0,Negative,118,680
"I wanted to increase the capacity of my tablet (Lenovo K1). To be sure it was at full capacity (call me paranoid), I checked it on my computer. Then, I moved some files on and off. This is one speed demon!",5.0,Positive,41,205
"Had to return this item, it would not fit properly into the adapter that it came with.  Return was no problem, but I am reluctant to buy another one.",1.0,Negative,29,149
"I noticed a long time ago that even when not really running at very fast speeds (and I'm mostly talking about reading as mostly it was playing music and video files) this card seems to get fairly warm.  After a while -- pretty much just outside the point at which I could RMA it -- it started randomly disconnecting.  At first I thought it was my phone though I had no clue why it would ever do such a thing, so I wouldn't have sent it in at that point anyway.  It always seemed to be fine when I plugged it into my computer.  Over time it got worse and worse and I would have to remove and put it back in quite a few times to get it to finally work.  Eventually it started doing this on the computer too and that's when I realized something was fishy.  I switched to another card in my phone and the problems went away.  On the other hand, this one stopped working completely a bit later even in the computer.Maybe I just got a bad one, but right now I'd rather get a different one instead if I were to buy a new one.",2.0,Negative,202,1018
"I have this in my Samsung Galaxy Note 3 and love it. It houses all of my music and pictures without issue. It does seem like R/W speed is a bit slow, but really can't complain.",5.0,Positive,36,176
"Worked fine for a month and then after about a month, the phone didn't see the card any more. Tried to read it on several PC's and none of them detected the card. Unfortunately it hadn't been backed up so all pictures and videos take on the phone are now gone.",1.0,Negative,51,260
"It took 6 days for me to get 2 of these cards when I made the order early in the morning-normally that'll get my product to me the next evening. Not SIX DAYS LATER!Be warned, this was the slowest shipping I've had for my Paid Prime Account since I started. If you need these cards quickly, buy from a different seller.",2.0,Negative,61,318
"Ordered this from Amazon and was expecting it to work perfectly like my other 32GB sandisk (in my galaxy s4). However, I was really disappointed that upon placing it in my note 10.1 2014 edition the card become unrecognizable. I tried reformatting on the computer, on the phone, and yet, no prevail. It could be the firmware or current update of android, but the point is that, if other companies can make a card that works, why not do the same? Maybe I got a bad batch, who knows...I went ahead and ordered the G.Skill microsd card and now it's working perfectly. I'm s",1.0,Negative,104,570
This card failed after 2 weeks of use.  I have the same problem with their SSD failed on me after 6 months.,1.0,Negative,22,107
"Hi:I ordered two card and they arrived the next day, even faster than Prime. Unfortunatey, this 64gb MicroSD card is designed to only work with ex-fat. If you're an ex-fat fan and don't ever plan to change, this is the card for you. I've been able to take all of the previous 64gb MicroSD cards I've ordered, put them in an adapter and format them in my Windows 7 desktop. I'm a NTSF fan and find it to be much more stable in tablets.With other cards that aren't intentionally crippled, I can format the card to NTSF on Monday, ex-fat on Tuesday, Fat32 on Wednesday. It's ex-fat or the highway for SanDisk.You can use EaseUS Partition Master to format the card to Fat32 for devices such as cameras and mp3 players and many, many, many others that don't support ex-fat. That being said, you only get one shot. Once it's formatted into Fat32, attempting to format back to Exfat or NTSF hoses the card. I couldn't reformat to NTSF no matter what I tried. Once again, don't bother trying to format in your computer, ex-fat is the only choice.Any card that needs a special utility to format to anything other than ex-fat shouldn't be supported. Don't buy it! It's designed to fail.Shame on you Sandisk!Update 9/24/12:***************************I spoke with Sandisk technical support and they confirmed that Sandisk Ultra 64gb MicroSd cards are not compatible with Android 4.0 and above. This would be for Class 10, SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-064G-U46A as well as SanDisk 64GB Mobile Ultra MicroSDXC Class 10 UHS-1 30MB/s Memory Card with SD Adapter (NEW VERSION) - Retail Packaging with Komputerbay SDXC USB Reader.I did not have any success formatting the class 10 card with EaseUS Partition Master. SanDisk recommended the free utility, HPUSBDISK.exe and I successfully downloaded it from Softpedia. I was  unable to format the card with NTSF but successfully converted one of the cards to Fat32 for a friend who wants to use it in a SanDisk mp3 player, that of course is not compatible with ex-fat.Acting on Sandisk advice I am returning the unopened class ten cards with the KomputerBay reader. I spoke with a patient and gracious tier-one tech support person and the party line seems be that consumers only use MicroSD cards in phones. I don't know what they're thinking: cameras, mp3 players, tablets, adapters and so on. Anyway it's a known issue.I can confirm that the class 6  64gb MicroSD card can be formatted in Windows7 back and forth to most any format so after returning four class 10 cards, I'm back to class six.It's still unconscionable to deliberately design these cards to be incompatible. I hope SanDisk will come up with a solution or recall the cards. Buyer beware.Update: 9/29/12**********************I received my two replacement class 6, 64gb MicroSD cards and it took less than five minutes to open the horrible packaging and to perform a quick format to NTSF. Done!I gave my friend the Class 10 64gb MicroSD card formatted into Fat32 by HPUSBDISK.EXE and he couldn't read it on his computer. As it turns out, the class 10 cards are not only incompatible with most devices bur also with most usb card readers.  Another trip across town.I can confirm that the IOGEAR SD/MicroSD/MMC Card Reader/Writer GFR204SD (Green/Gray) selling on Amazon for $6.99 works. So after countless hours of wasted effort, my friend has a card formatted to Fat32 that works with a SanDisk mp3 player.Once again, SanDisk has admitted that these cards are not compatible with Androd 4.0 or above, that being 100% of Android tablets and a majority of Android phones. These cards are intentionally crippled by design.To quote a friend:""Per the SDHC standard, the format is FAT32. SDXC (64 GB and larger) the spec calls for exFAT. Microsoft has limited the OS to only format larger cards as exFAT and will not allow FAT32. Also, seems they have found a way to also block NTFS. Thus far, very few Android devices can read exFAT because they refuse to pay M$ for licensing of the exFAT file system. ""To all masochists out there--buy this card. To everyone else--unsafe at any speed.",1.0,Negative,702,4132
1080p 30fps or 720p 30fps or 24fps using the nokia camera app or regular app doesn't work. well it does but unless you want to see stuttering every 6-7 seconds. it freezes up constantly. very glitchy because its slow. got a 9mbs write 44.9mbs read on mine.,1.0,Negative,47,256
"Excellent product, comes with an full size SD card adapter. I consistently got 10MBps writes and 32 MBps reads. (note its MBps not Mbps). Highly recommended.",5.0,Positive,26,157
"My Motorola Droid Razr Maxx HD works fine with a 16GB SanDisk card, but the 32GB card died in less than 3 months.  SanDisk will replace the card under warranty, but the SanDisk customer support team informs me that the replacement process takes about a month.  For two months, the card worked flawlessly, and then it started to have intermittent errors.  I thought it might be a problem with my phone, so I tried a 16GB card, and I never had a problem. When I returned to the 32GB card, the intermittent problems returned and got worse.  Eventually the card completely died, and it is no longer recognized by either my phone or my computer-connected card reader.  Both Windows 7 and my phone now act as if no card were inserted even when it's well seated.I plan to update this when I have used my warranty-replacement card for three months, but that will be at least four months from now.",1.0,Negative,160,888
I'm a nerd and a hoarder. I waited a year for more memory than 64gb. I wanted to carry my extensive digital comic collection on my tablet. No longer waiting. Happy nerd.,5.0,Positive,32,169
I never faced any issues ...so far..so good. It works well with my tablet. It is super fast and reliable.,5.0,Positive,20,105
"I purchased a 64Gb Samsung SD card to expand the memory of the phone.However, I frequently get a message that the card has been removed or is recovering.Sometimes the problem clears itself, other times I have to reboot the phone.It also says ""MTP application will restart to prepare SD Card"". It then starts listing the restarting/recovering SD card.I eventually replaced it with a Sandisk 16gb microsd ""HD"" card from Walmart and it is operating fine.I have been reading a lot about people having issues with the 64gb sandisk cards and the Galaxy S4.I wish I had done more research before wasting $50 on what I thought was a good buy!",1.0,Negative,110,634
Will have to buy a couple of more since I plan on using them to store my dive recordings from hero pro 2 with the adapter.,5.0,Positive,26,122
I got a few of these for tablets and phones and they have been fine. I loaded them with movies for a trip and they playback was perfect. I used one in a camera for video and it was plenty fast enough for the clips I was taking.,5.0,Positive,48,227
Not much to say..bought it to use with my smartphone. It works as expected and allowed me to free up my internal memory.,4.0,Positive,23,120
"I tested it in several UHS-1 compliant devices and found the write speed at 11-12 MByte/Second. Sounds fine for a class 10 card but this is not what I was paying for. I don't expect it to run anywhere close to UHS-1 interface speed (104 MB/S) but it should be close to 30 MB/S as the manufacturer advertised. I have a lot more choices if I am only looking for a class 10 card.Indeed, microSD cards are usually slower than full-size SD card. They use the same Flash controller so the reason is really microSD cards use slower NAND Flash. Manufacturers know you are not going to use microSD cards in high-speed SLRs so they get to sell you lower quality NAND at a premium. My advice to you the photography enthusiasts is to buy full-size SD cards rather than microSD cards with adaptors.That said, the compatibility is great. It works great with my tablets, PCs, GPSs and phones. That is what I like about SanDisk. They do thorough compatibility tests before product release.",4.0,Positive,174,973
"My card got so hot it almost melted. Crazy! But you card somewhere else, I know I Wii! I'm not taking the chance of ruining one of my devices. No thanks",1.0,Negative,31,152
This sd card is perfect for my phone. It is the right size and especially the right price. After looking all over Amazon price for this card was almost $10 lower than everyone else's.,5.0,Positive,34,183
"I ordered these cards at a great price during black friday week/weekend.  I began loading some files (music, videos, pics, etc).  The first card worked without any problems.  The second card started giving me cyclic redundancy errors.  At first, I thought it was my hard drive that was failing, and tried to copy the same files to a flash drive which worked just fine.  Ok, maybe I received a dud, and tried with another card from my purchase.  Same results, cyclic redundancy error.  I started searching online, and found a utility via one of the reviews on Amazon called H2testw.  Ran the test on both cards, and it reported errors.  It also reported write speed of only 4MB/sec, which is way below advertised speeds.  These items were in retail packaging, and I remember reading about the bulk package items being fakes.  I guess the retail package cards aren't any better.I should have waited to do the refund because now I have to process the refund seperately.  I will test another card to see if I have better luck.  I wanted to leave a 1 star, but I gave 2 stars since 1 card worked so far.  I have 2 more to test.Very dissapointed because I was a fan of the Sandisk Ultra series for being reliable, but I guess they are cheaping out on quality to increase their profit.  I would have been extremely upset if I used these cards for anything important.",2.0,Negative,243,1359
Works great for the month I have had it in my Galaxy S3.  I purchased this to go in my Samsung Galaxy S 3 and was super excited I didn't need to buck up more money for the 32GB phone.  Well *dumb* me did not know the the SG3 does not allow apps to be moved to an external SD card.  I thouhgt I had researched everything but I missed that.  The card works fin and I can store umpteen thousand pictures not that I have figured out how and I might even be able to figure out how to put a movie onto it but what a waste of a GREAT SD card.Pro: Top of the line cardCon: SSG3 and most new smartphones won't allow apps to sd even with the micro sd card option on the phone,4.0,Positive,139,665
"Ordered this for a Galaxy S3.  Lasted a few months and then broke.  Is not accessible on several different PC's.Says ""limited lifetime"" warranty - BS.  You have ONE MONTH for Eco Zone.  Not only did I lose pictures but now I am out $$ because of a crappy return policy.In the future I will be buying Kingston, not Sandisk.-----------------Update:  Amazon Customer service made good and refunded my purchase price.  I still will not be buying any more Sandisk memory cards however...",1.0,Negative,81,482
"I ordered two 32GB and two 64Gb versions of these memory cards (but I can write only one review per Amazon). Two 32GB cards went into a camera and a cell phone which only accept up to 32GB cards -- and one 64GB card went into my Samsung Galaxy S3 cell phone. The second 64GB card's a spare.The Galaxy S3 phone accepted the 64GB MicroSD card with no problems -- except for the fact that my Galaxy S3 only recognizes 59.7GB of the 64GB MicroSD card. I have no idea why it does that and why I lost over 5GB of an empty MicroSD card but I'm okay with that -- I guess. 60GB's is still plenty. The transfers of music, videos, and pictures between the phone's internal 16GB memory and the 64GB MicroSD card is wayyy faster than the old SanDisk 16GB MicroSD card that was in there. The same noticeably faster speeds between my desktop computer and the 64GB MicroSD card were also smile inspiring.As for the SanDisk MicroSD cards -- they work great and seem to operate pretty darn fast. They're definitely faster than the old 16GB SanDisk MicroSD cards I had installed in my camera and cell phone(s).Now -- as for the shipping -- dismal! I ordered two 32GB along with two 64GB MicroSD cards on August 21 during an Amazon Gold Box sale. According to the tracking feature they didn't even transmit the shipping info to the carrier (USPS) until August 31. All four were shipped together. I didn't receive them until September 6 -- a full 16 days after I ordered. A little over two weeks for four tiny items that were indicated on the Amazon page as being -- ""In Stock. Ships from and sold by Amazon.com"" -- at the time of purchase. They also shipped all four tiny MicroSD card packages in a way over-sized box which the USPS couldn't fit into the mailbox so I had to make a cross-town trip to the US Post Office and stand in a very long and slow moving line to pick up the box. They could have all four EASILY fit in one small envelope. Even a small padded envelope. I left packaging feedback on that already.This is the 3rd straight time that Amazon shipping was horrible over the last several months -- and that is why the 2-star rating. This is not the Amazon shipping that I remember.",2.0,Negative,405,2176
"I inserted this into my Galaxy Note, powered the phone on and went into storage. I pressed on 'mount sd card' it said it didn't understand the filesystem and asked if I wanted to format it. I did and then I saw 59 gigs of free space.Works great and got it for 43 bucks off Amazon.Con:It's extremely slow to write to. If I try to write a 3gb file from my PC to the card it takes about 26 minutes (2MB a sec). If I write to the internal SD card on my phone it writes at 10MB a sec. I don't understand why it's that slow. I can accept that it will be slower than an internal SD however I didn't know it would be dog slow. My 32GB samsung micro sd was much faster...",1.0,Negative,136,662
The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,5.0,Positive,23,132
I have used and tested this memory card on GoPro Hero3 Black Edition and everything works great. No problem at all.,5.0,Positive,21,115
For this capacity and price you can't go wrong.  I'm not sure what class this is but they recommend higher class for video. I would recommend this product. Good luck,4.0,Positive,30,165
"Received two today and they have ""Made in China"" imprinted on them.  Although they were detected and formatted fine to capacity in both Samsung phone and tablet, lets see if they hold up and not suffer premature death like many have reported.  Thinking I should've gone with ""Made in Korea"" Samsung SD cards instead if they had 64GB size.Update: Bought two 12/2012 and one year later with very light use one of the cards started locking up the phone with ""wait or close"" prompt when deleting files off of it.  Should've gone with Made in South Korea Samsung card.  Sandisk is garbage these days.",1.0,Negative,104,595
This chip seems to be thinner and lighter than the rest of my mini SD cards. Came with an adaptor card so it can be read by using a regular sized SD card slot. Or you can just read it while it is in the device.,5.0,Positive,46,210
"The card was perfect.Bought it for my Virgin Moble Smart phone as it only had a 2 gig card in it.Their Geek squad told me I needed a larger card as my memory to download applications was almost out!! (Only had 2 dowloads on it!!!).After purchasing and  inserting the expensive card, I got the same screen --- can not download applicationas memory is almost filled.Turned out the memory card has no bearing on applications being downloaded - they are  stored on internal built in memory.Seems the phone I was suggested to purchase only has 2 gigs of internal memory.Was not told to me when I got it",5.0,Positive,107,597
